position,title
Q19904169,First Lady
Q66616178,Director of the Intelligence Service
Q64691480,ambassador to Afghanistan
Q64689959,ambassador to Albania
Q64691470,ambassador to Andorra
Q64691474,ambassador to Angola
Q64691476,ambassador to Argentina
Q64691477,ambassador to Armenia
Q64691481,ambassador to Australia
Q64691471,ambassador to Austria
Q64691478,ambassador to Azerbaijan
Q64698472,ambassador to Bahrain
Q64698473,ambassador to Bangladesh
Q64698468,ambassador to Barbados
Q64698460,ambassador to Belarus
Q64683191,ambassador to Belgium
Q64698469,ambassador to Belize
Q64698463,ambassador to Benin
Q64698474,ambassador to Bhutan
Q64698470,ambassador to Bolivia
Q64698461,ambassador to Bosnia and Herzegovina
Q64698464,ambassador to Botswana
Q64698471,ambassador to Brazil
Q64698475,ambassador to Brunei
Q64698466,ambassador to Burundi
Q64698499,ambassador to Cambodia
Q64698486,ambassador to Cameroon
Q64698494,ambassador to Canada
Q64698488,ambassador to the Central African Republic
Q64698489,ambassador to Chad
Q64698495,ambassador to Chile
Q64698502,ambassador to China
Q64698496,ambassador to Colombia
Q64698491,ambassador to the Comoros
Q64698497,ambassador to Costa Rica
Q64698485,ambassador to Croatia
Q64698484,ambassador to Cyprus
Q64698483,ambassador to the Czech Republic
Q67446463,ambassador to Czechoslovakia
Q64698493,ambassador to the Democratic Republic of Congo
Q64698506,ambassador to Denmark
Q64698507,ambassador to Djibouti
Q64698509,ambassador to the Dominican Republic
Q64698585,ambassador to Ecuador
Q64698581,ambassador to Egypt
Q64698586,ambassador to El Salvador
Q64698629,ambassador to Equatorial Guinea
Q64698582,ambassador to Eritrea
Q64698580,ambassador to Estonia
Q64698584,ambassador to Eswatini
Q64698583,ambassador to Ethiopia
Q64698603,ambassador to Fiji
Q64698601,ambassador to Finland
Q64698602,ambassador to France
Q64698624,ambassador to Gabon
Q64698633,ambassador to Georgia
Q66685941,ambassador to East Germany
Q64698621,ambassador to Germany
Q64698626,ambassador to Ghana
Q64698623,ambassador to Greece
Q64698630,ambassador to Grenada
Q64698631,ambassador to Guatemala
Q64698627,ambassador to Guinea
Q64698628,ambassador to Guinea-Bissau
Q64698632,ambassador to Guyana
Q64698647,ambassador to Haiti
Q64689478,ambassador to the Holy See
Q64698649,ambassador to Honduras
Q63607921,ambassador to Hungary
Q64698651,ambassador to Iceland
Q64698695,ambassador to India
Q64698696,ambassador to Indonesia
Q64698655,ambassador to Iran
Q64698654,ambassador to Iraq
Q64698650,ambassador to Ireland
Q64506345,ambassador to Israel
Q64698652,ambassador to Italy
Q64698702,ambassador to Jamaica
Q64698703,ambassador to Japan
Q64698653,ambassador to Jordan
Q64698706,ambassador to Kenya
Q64698707,ambassador to Kiribati
Q64698708,ambassador to Kuwait
Q64699629,ambassador to Laos
Q64699622,ambassador to Latvia
Q64699630,ambassador to Lebanon
Q64699626,ambassador to Lesotho
Q64699627,ambassador to Liberia
Q64699628,ambassador to Libya
Q64699623,ambassador to Liechtenstein
Q64699624,ambassador to Lithuania
Q64699625,ambassador to Luxembourg
Q64698745,ambassador to Madagascar
Q64698746,ambassador to Malawi
Q64698754,ambassador to Malaysia
Q64698755,Ambassador to the Maldives
Q64698747,ambassador to Mali
Q64698742,ambassador to Malta
Q64698656,ambassador to the Marshall Islands
Q64698749,ambassador to Mauritania
Q64698750,ambassador to Mauritius
Q64698752,ambassador to Mexico
Q64667162,ambassador to Moldova
Q64698743,ambassador to Monaco
Q64698756,ambassador to Mongolia
Q64698744,ambassador to Montenegro
Q64698748,ambassador to Morocco
Q64698751,ambassador to Mozambique
Q64822286,ambassador to Myanmar
Q64698760,ambassador to Namibia
Q64698763,ambassador to Nauru
Q64698764,ambassador to Nepal
Q64682703,ambassador to the Netherlands
Q64698766,ambassador to New Zealand
Q64698765,ambassador to Nicaragua
Q64698762,ambassador to Nigeria
Q64698500,ambassador to North Korea
Q64698741,ambassador to North Macedonia
Q64699517,ambassador to Oman
Q64699521,ambassador to Pakistan
Q64699519,ambassador to Palau
Q64699513,ambassador to Panama
Q64699520,ambassador to Papua New Guinea
Q64699514,ambassador to Paraguay
Q64699515,ambassador to Peru
Q64698604,ambassador to the Philippines
Q64699511,ambassador to Poland
Q64699518,ambassador to Qatar
Q64698492,ambassador to the Republic of the Congo
Q64699538,ambassador to Russia
Q64699539,ambassador to Rwanda
Q64699553,ambassador to San Marino
Q64691479,ambassador to Saudi Arabia
Q64699554,ambassador to Serbia
Q64699556,ambassador to the Seychelles
Q64699551,ambassador to Sierra Leone
Q64699540,ambassador to Singapore
Q64699559,ambassador to Slovakia
Q64699560,ambassador to Slovenia
Q64699557,ambassador to Somalia
Q64691472,ambassador to South Africa
Q64698501,ambassador to South Korea
Q64699552,ambassador to South Sudan
Q64699561,ambassador to Spain
Q64699541,ambassador to Sri Lanka
Q64699558,ambassador to Sudan
Q64699563,ambassador to Suriname
Q64698579,ambassador to Switzerland
Q64699545,ambassador to Syria
Q64699550,ambassador to São Tomé and Príncipe
Q64699584,ambassador to Thailand
Q64698467,ambassador to the Bahamas
Q64699570,ambassador to Togo
Q64699581,ambassador to Tonga
Q64699575,ambassador to Trinidad and Tobago
Q64699571,ambassador to Tunisia
Q64699567,ambassador to Turkey
Q64699578,ambassador to Turkmenistan
Q64699582,ambassador to Tuvalu
Q64699572,ambassador to Uganda
Q64699568,ambassador to Ukraine
Q64698587,ambassador to the United Arab Emirates
Q64682711,ambassador to the United Kingdom
Q64699549,ambassador to the United States of America
Q30158532,ambassador to Uruguay
Q64699579,ambassador to Uzbekistan
Q64699583,ambassador to Vanuatu
Q64699576,ambassador to Venezuela
Q64699580,ambassador to Yemen
Q64711588,ambassador to Yugoslavia
Q64699573,ambassador to Zambia
Q64699574,ambassador to Zimbabwe
Q64683164,Permanent Representative to the United Nations
Q91483102,prefect of Alba county
Q91483106,prefect of Argeș county
Q91483109,prefect of Bacău county
Q91483111,prefect of Bihor county
Q91483114,prefect of Bistrița-Năsăud county
Q91483116,prefect of Botoșani county
Q91483121,prefect of Brașov county
Q91483119,prefect of Brăila county
Q91483127,prefect of Caraș-Severin county
Q91483128,prefect of Cluj county
Q91483130,prefect of Constanța county
Q91483125,prefect of Călărași county
Q91483137,prefect of Dolj county
Q91483134,prefect of Dâmbovița county
Q91483138,prefect of Galați county
Q91483142,prefect of Gorj county
Q91483143,prefect of Harghita county
Q91483145,prefect of Hunedoara county
Q91483153,prefect of Iași county
Q91483150,prefect of Ilfov county
Q91483151,prefect of Maramureș county
Q91483154,prefect of Mehedinți county
Q91483156,prefect of Mureș county
Q91483158,prefect of Neamț county
Q91483159,prefect of Olt county
Q91483160,prefect of Prahova county
Q91483166,prefect of Sibiu county
Q91483168,prefect of Suceava county
Q91483169,prefect of Teleorman county
Q91483173,prefect of Tulcea county
Q91483175,prefect of Vaslui county
Q91483179,prefect of Vrancea county
Q91483174,prefect of Vâlcea county
