item,itemLabel,startDate,endDate,psid
Q12736694,Nicolae Moga,2019-07-24,2019-07-30,Q12736694-4b785563-4804-b18b-f229-6799c692e326
Q13580827,Victor Babiuc,1991-10-17,1992-11-09,Q13580827-69331675-86D9-4DC5-9315-9A0F28CABD40
Q1671900,Ioan Rus,2012-05-07,2012-08-06,Q1671900-000e311d-414f-c723-836a-8a46cd6ecdc2
Q1671900,Ioan Rus,2000-12-28,2004-03-11,Q1671900-64d1e072-4d60-81cd-f1af-67808f20bfab
Q16879979,Mircea Dușa,2012-08-08,2012-12-21,Q16879979-076d415d-4860-ec69-6ffb-00e4d8c78fc0
Q18548794,Doru Ioan Tărăcilă,1994,1996,Q18548794-8cbbab72-404a-4475-dd2f-bedc714001fd
Q1957475,Gavril Dejeu,1996-12-12,1999-01-21,Q1957475-BE3F3ADF-70E4-4911-8707-6DA8C3ABE7E6
Q21510422,Petre Tobă,2015-11-17,2016-09-01,Q21510422-8301c0fa-46b7-a5cb-dcca-4868c96eb52f
Q26239244,Ion Marcel Vela,2019-11-04,2020-12-23,Q26239244-6bd3d33c-48a8-3cfd-1001-3055e347aa5d
Q26833634,Dragoș Tudorache,2016-09-06,2017-01-04,Q26833634-e4598619-4583-614d-635e-f06dbcb5ddda
Q28113797,Carmen Dan,2017-06-29,2018-01-15,Q28113797-8d920c7a-4b8b-fe47-489e-4dec8e2ceb8f
Q28113797,Carmen Dan,2017-01-04,2017-06-14,Q28113797-a63e4d47-47fc-76a2-63a8-63dcf3b154d8
Q28113797,Carmen Dan,2018-01-29,2019-07-15,Q28113797-e6e5cc98-4f19-877b-e13f-be410c69ee47
Q3093619,Gabriel Berca,2012-02-09,2012-05-07,Q3093619-c32f1e98-469d-39ff-ad23-eda6c32fc696
Q3093904,Gabriel Oprea,2008-12-22,2009-01-12,Q3093904-99cba9fe-4a97-702e-f662-c8f86e58b11a
Q3093904,Gabriel Oprea,2014-03-05,2015-11-09,Q3093904-f88406ba-4044-5c14-09c6-706905cef171
Q3265173,Lucian Bode,2020-12-23,,Q3265173-2e373321-468c-277d-827a-9036e2468fc7
Q3536515,Traian Igaș,2010-09-27,2012-02-09,Q3536515-ecfcb734-4f4f-6ecc-6fa9-4405b2e6f8e1
Q439903,Armand Călinescu,,,Q439903-1c72dcb9-400d-5d73-bdc0-f1a856019a0f
Q5186177,Cristian David,2007-04-05,2008-12-22,Q5186177-1E5CBC0A-4666-4F3F-8352-196B5D48E7B0
Q5214099,Dan Nica,2009-01-13,2009-01-20,Q5214099-B1A90552-F775-48E4-BFD2-34815AD5D0A0
Q5214099,Dan Nica,2009-02-02,2009-10-01,Q5214099-E6E1433A-EB43-4452-AB2F-1E3ACF0CBFF4
Q6659788,Nicolae-Liviu Dragnea,2009-01-20,2009-02-03,Q6659788-41b65ee9-4b4f-9637-dedf-6794d93c50f3
Q7281730,Radu Stroe,2012-12,2014-01,Q7281730-a65a14b4-4bb8-e9a0-2ffc-1f7defcf78e9
Q728720,Vasile Blaga,2009-10-01,2009-11-27,Q728720-D27A8516-2F0D-49B4-9DFD-9A99949F8660
Q728720,Vasile Blaga,2004-12-29,2007-04-05,Q728720-dbb2eaf9-473b-f5d6-8b53-39681d549a80
Q728720,Vasile Blaga,2009-12-23,2010-09-27,Q728720-fa40ad21-4697-38f6-e7f6-787dda089a22
